name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
london,2022-08-08,28.1,17,22.2,27.6,17,22.1,11.6,52.4,0,0,0,,0,0,37.8,18.7,68.3,1026.3,3.6,20.8,152.1,13,7,10,2022-08-08T05:34:47,2022-08-08T20:36:34,0.37,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-09,28.1,16.6,21.7,27.4,16.6,21.6,13.1,61.3,0,0,0,,0,0,35.6,18.3,76.6,1028.4,5.4,17.3,151,12.9,8,10,2022-08-09T05:36:21,2022-08-09T20:34:43,0.41,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-10,29.6,16.6,22.7,29.3,16.6,22.6,13.3,58.2,0,0,0,,0,0,33.5,16.6,77.2,1025.5,4.6,16,191,16.5,8,10,2022-08-10T05:37:55,2022-08-10T20:32:52,0.44,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03781099999,03672099999,remote,03772099999,03770099999"
london,2022-08-11,32.6,16.6,24.6,31.4,16.6,24.1,12.5,51.3,0,0,0,,0,0,33.1,18.9,77.9,1021.5,2.4,16.5,145.3,12.4,7,10,2022-08-11T05:39:29,2022-08-11T20:30:58,0.48,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-12,32.8,18.8,25.6,31.1,18.8,25.1,11.7,45,0,0,0,,0,0,37.4,19.4,76.3,1018.1,0,18.6,153,13,8,10,2022-08-12T05:41:03,2022-08-12T20:29:04,0.5,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-13,34,19.6,26,32.3,19.6,25.5,11.9,45.3,0,0,0,,0,0,29.5,16.1,93.4,1013.9,0,14.3,147.5,12.7,8,10,2022-08-13T05:42:38,2022-08-13T20:27:08,0.55,Clear,Clear conditions throughout the day.,clear-day,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-08-14,33,19.3,26,31,19.3,25.4,11.2,43.1,0,0,0,,0,0,29.5,15,98.6,1006.9,4.1,17.9,162.3,13.9,7,10,2022-08-14T05:44:12,2022-08-14T20:25:11,0.58,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-15,29.1,19.1,23.7,28.3,19.1,23.6,12.5,51,0.397,100,4.17,rain,0,0,31,19,246.4,1002.9,28.3,18.6,128.1,11.1,7,10,2022-08-15T05:45:47,2022-08-15T20:23:12,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,F4685,03772099999,03770099999"
london,2022-08-16,22.1,18.1,20.2,22.1,18.1,20.2,16,76.9,3.41,100,12.5,rain,0,0,23.8,13.6,190.2,1007.2,59.8,13.9,68.9,6,3,10,2022-08-16T05:47:22,2022-08-16T20:21:13,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-17,25.3,17.8,19.6,25.3,17.8,19.6,16.7,84.5,23.936,100,20.83,rain,0,0,24.1,18.4,28.8,1011.5,67.1,8.2,80.5,6.9,5,10,2022-08-17T05:48:58,2022-08-17T20:19:12,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,D4121,F4685,03772099999,03770099999"
london,2022-08-18,26.5,18.1,21.6,26.5,18.1,21.6,15.6,70.5,0,0,0,,0,0,31.7,19.9,241.9,1013.9,68.3,14.9,96.7,8.3,7,10,2022-08-18T05:50:33,2022-08-18T20:17:10,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,F4685,03772099999,03770099999"
london,2022-08-19,24.8,18.1,21.1,24.8,18.1,21.1,12.7,62,0.002,100,4.17,rain,0,0,35.3,22.7,268.9,1014.3,55.9,17.3,107.3,9.1,6,10,2022-08-19T05:52:08,2022-08-19T20:15:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-20,24.8,13.8,19.1,24.8,13.8,19.1,11.4,62.6,0,0,0,,0,0,38.9,24,235.2,1017.1,25.4,20.2,133.9,11.6,10,10,2022-08-20T05:53:44,2022-08-20T20:13:04,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-21,24.3,15,19.2,24.3,15,19.2,12,65.4,0,0,0,,0,0,25.9,15.4,225,1015.7,32.6,16.6,101.3,8.6,5,10,2022-08-21T05:55:19,2022-08-21T20:10:59,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-22,22.5,14.1,18.8,22.5,14.1,18.8,13.6,72.3,0,0,0,rain,0,0,25.9,16.4,197.6,1013.8,56.1,17.7,110.9,9.7,5,10,2022-08-22T05:56:55,2022-08-22T20:08:53,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-23,25.5,18.1,21.3,25.5,18.1,21.3,17.5,79.8,0.416,100,20.83,rain,0,0,31.7,20.4,211.1,1013.8,85.4,15.3,104.9,9.1,4,10,2022-08-23T05:58:31,2022-08-23T20:06:46,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-24,28.8,20.1,23.4,28.9,20.1,23.5,16.5,67,0,0,0,rain,0,0,27.7,19.2,209.5,1016,60.5,19.1,103.6,9.1,8,10,2022-08-24T06:00:06,2022-08-24T20:04:39,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-25,22.8,16.8,19.5,22.8,16.8,19.5,16.7,84.3,41.032,100,41.67,rain,0,0,25.9,18.1,337.6,1017.2,75.1,14.6,53.3,4.5,2,10,2022-08-25T06:01:42,2022-08-25T20:02:30,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-26,24.8,13.3,19.1,24.8,13.3,19.1,11.8,66.1,0.398,100,8.33,rain,0,0,14.8,8.7,288.8,1019.1,38.6,14.9,135.3,11.7,7,10,2022-08-26T06:03:18,2022-08-26T20:00:21,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F4685,03772099999,03770099999"
london,2022-08-27,24.6,15.3,19.7,24.6,15.3,19.7,12.6,65.6,0,0,0,rain,0,0,20.9,15,72.5,1018.8,26.7,20.5,104.3,9.1,6,10,2022-08-27T06:04:53,2022-08-27T19:58:11,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-08-28,24,15,19.3,24,15,19.3,12.2,65.2,0,0,0,rain,0,0,31.7,19,75.9,1021.6,23,19.2,176.2,15.1,7,10,2022-08-28T06:06:29,2022-08-28T19:56:01,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,D4121,03772099999,03770099999"
london,2022-08-29,21.1,16.1,18.7,21.1,16.1,18.7,11.5,63.9,0,0,0,,0,0,33.8,18.9,57.7,1022.8,65.9,20.7,88.7,7.8,4,10,2022-08-29T06:08:05,2022-08-29T19:53:49,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,F6665,AR120,03772099999,03770099999"
london,2022-08-30,23.8,14.8,19,23.8,14.8,19,12.1,65.1,0,0,0,rain,0,0,31.7,20.1,39.5,1022.9,52.5,20.6,86.5,7.7,5,10,2022-08-30T06:09:40,2022-08-30T19:51:37,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-08-31,23.1,14.8,19,23.1,14.8,19,11.2,62,0,0,0,rain,0,0,42.5,24,55.2,1023.4,33,20.8,75.6,6.5,4,10,2022-08-31T06:11:16,2022-08-31T19:49:25,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-01,23.1,14.9,19.4,23.1,14.9,19.4,12.6,65.8,0.008,100,8.33,rain,0,0,37.1,20.5,60.1,1019.3,55.7,17.2,86.4,7.3,4,10,2022-09-01T06:12:51,2022-09-01T19:47:12,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,AR120,03772099999,03770099999"
london,2022-09-02,25,16.5,20,25,16.5,20,15,74.5,2.812,100,20.83,rain,0,0,16.6,11.3,65.8,1012.7,62.3,13.8,83.7,7.3,3,10,2022-09-02T06:14:27,2022-09-02T19:44:58,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-03,24.1,15.8,19.7,24.1,15.8,19.7,14.3,71.6,0.018,100,8.33,rain,0,0,29.5,19.8,197.1,1009.2,49,14.3,122.5,10.7,5,10,2022-09-03T06:16:03,2022-09-03T19:42:44,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-04,24.1,17,20.1,24.1,17,20.1,14.1,69.5,0,0,0,,0,0,27.7,19.4,160.7,1014.2,53.3,16.1,90.1,7.7,4,10,2022-09-04T06:17:38,2022-09-04T19:40:29,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-05,22.8,16.1,20,22.8,16.1,20,15.5,76.1,1.404,100,12.5,rain,0,0,31.7,21.8,155.3,1015.1,47.6,18.7,65.8,5.7,3,30,2022-09-05T06:19:14,2022-09-05T19:38:14,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-06,22.6,16,18.6,22.6,16,18.6,15.4,82.2,8.855,100,33.33,rain,0,0,46.4,22.3,185.7,1011.6,62.1,13.5,109.5,9.3,5,10,2022-09-06T06:20:49,2022-09-06T19:35:58,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-07,21.1,15.3,18,21.1,15.3,18,14.5,80.5,10.356,100,45.83,rain,0,0,42.5,21.8,183.5,1008.4,56.5,14.1,108.5,9.2,4,10,2022-09-07T06:22:25,2022-09-07T19:33:42,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-08,19.1,14.1,16,19.1,14.1,16,14.3,89.7,5.448,100,62.5,rain,0,0,37.1,20.5,182.1,1004.2,72.2,14.2,68.5,5.9,3,10,2022-09-08T06:24:00,2022-09-08T19:31:25,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-09,20.1,14.8,16.6,20.1,14.8,16.6,14.2,86.5,3.223,100,54.17,rain,0,0,31.7,21.8,277.1,1005.6,80.2,14.5,103.1,9,4,10,2022-09-09T06:25:36,2022-09-09T19:29:09,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-10,20.8,13.5,16.9,20.8,13.5,16.9,13.7,82.1,0.199,100,4.17,rain,0,0,20.5,11.9,305.4,1014.9,50.2,13.8,66.5,5.8,3,10,2022-09-10T06:27:11,2022-09-10T19:26:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-11,23.1,14.3,18.2,23.1,14.3,18.2,14.2,79,0,0,0,,0,0,24.1,17.8,182.4,1017.9,40.8,13.5,124.5,10.7,5,10,2022-09-11T06:28:47,2022-09-11T19:24:34,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-12,26.6,15.6,20.5,26.6,15.6,20.5,14.7,71.1,0,0,0,,0,0,27.7,15.2,185.5,1011.9,53,17.4,117.7,10.1,5,10,2022-09-12T06:30:22,2022-09-12T19:22:17,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-13,20,16,18.1,20,16,18.1,14.6,80.5,4.401,100,45.83,rain,0,0,22.3,15,45,1010.5,73.2,13.7,52.6,4.5,2,10,2022-09-13T06:31:58,2022-09-13T19:19:59,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-14,21.6,14.6,17.5,21.6,14.6,17.5,13,76.6,0.797,100,12.5,rain,0,0,20.5,13.9,9,1007.4,54,14.2,116.2,10,5,10,2022-09-14T06:33:34,2022-09-14T19:17:41,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-15,19.8,13.6,16,19.8,13.6,16,9.6,66.8,0,0,0,rain,0,0,22.3,15.6,318.7,1012.3,79.6,17.1,57.7,4.9,2,10,2022-09-15T06:35:09,2022-09-15T19:15:23,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-16,17.8,11.6,14.1,17.8,11.6,14.1,5.1,56.2,0,0,0,rain,0,0,42.5,21.3,340.7,1017.7,39.1,21.3,85.5,7.4,6,10,2022-09-16T06:36:45,2022-09-16T19:13:04,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-17,17.8,7.6,12.8,17.8,5.8,12.4,3,52.7,0,0,0,,0,0,33.5,20.6,318.3,1022.2,4,21.4,99.8,8.7,6,10,2022-09-17T06:38:21,2022-09-17T19:10:46,0.75,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-18,17.8,9.3,14,17.8,7.2,13.8,6.7,62.4,0,0,0,rain,0,0,35.3,20.3,304.8,1021.2,59.2,21.6,100.6,8.6,5,10,2022-09-18T06:39:57,2022-09-18T19:08:27,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-19,18.1,12.6,14.8,18.1,12.6,14.8,7.9,63.5,0,0,0,,0,0,18.4,9.4,318.1,1024.3,72.5,20.9,81.3,7,3,10,2022-09-19T06:41:33,2022-09-19T19:06:09,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-20,19.5,9.6,15.3,19.5,9.6,15.3,8.5,65.6,0,0,0,,0,0,18.4,10.6,336.1,1025.9,43.8,16.6,78.4,6.8,3,10,2022-09-20T06:43:09,2022-09-20T19:03:50,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-21,20.3,14.1,16.6,20.3,14.1,16.6,10,66.7,0,0,0,,0,0,14.8,11.2,160.5,1025.6,58.2,21.1,48.1,4,2,10,2022-09-21T06:44:45,2022-09-21T19:01:32,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-22,19.8,11,15.9,19.8,11,15.9,10.8,73.2,0,0,0,,0,0,31.7,17.8,198.8,1020.1,36.6,18.9,77.4,6.8,4,10,2022-09-22T06:46:22,2022-09-22T18:59:13,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-23,19.1,14.8,16.2,19.1,14.8,16.2,12.4,78.6,0.808,100,25,rain,0,0,20.5,13.4,351.1,1015,76.5,14,51.1,4.4,2,10,2022-09-23T06:47:58,2022-09-23T18:56:55,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-24,19,11,14.4,19,11,14.4,8.9,70.9,0,0,0,rain,0,0,35.3,18.6,8.9,1016.6,39.5,17.8,71.3,6,5,10,2022-09-24T06:49:35,2022-09-24T18:54:37,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-25,16.6,9.8,13.2,16.6,8.7,13.1,6.2,64.7,0,0,0,,0,0,27,16.3,320.8,1018.1,35,19.4,97.4,8.5,6,10,2022-09-25T06:51:12,2022-09-25T18:52:18,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-26,15.3,11.1,12.9,15.3,11.1,12.9,8,72.9,2.004,100,33.33,rain,0,0,34.4,24.3,287.5,1003.3,78.2,18.8,59.6,5.1,4,10,2022-09-26T06:52:49,2022-09-26T18:50:00,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-27,14.8,9.1,11.1,14.8,6.8,10.7,7.1,76.6,1.597,100,16.67,rain,0,0,34.8,21.5,285.6,1001.5,64.5,19.8,59.3,5.1,3,10,2022-09-27T06:54:26,2022-09-27T18:47:42,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-09-28,14.5,6.1,10,14.5,4.7,9.3,6,77.6,0,0,0,,0,0,28.8,14.6,299.1,1000.1,26.5,20,67,5.8,5,10,2022-09-28T06:56:03,2022-09-28T18:45:25,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-09-29,16,5.8,10.7,16,5.8,10.7,6.1,74.6,0,0,0,,0,0,16.6,10,340.1,1003.6,39.4,21.7,72.5,6.5,5,10,2022-09-29T06:57:41,2022-09-29T18:43:07,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,AR120,03772099999,03770099999"
london,2022-09-30,17,8.1,12.2,17,7.5,12,9.7,85.1,9.007,100,29.17,rain,0,0,49.6,29.1,217.5,1005.7,72.4,12.9,53.5,4.7,3,10,2022-09-30T06:59:18,2022-09-30T18:40:50,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-01,19.1,12,15.6,19.1,12,15.6,11.1,76.3,0.199,100,8.33,rain,0,0,35.3,26.4,254.7,1006.7,51.4,16.4,86.4,7.6,5,10,2022-10-01T07:00:56,2022-10-01T18:38:34,0.2,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-10-02,18.6,11.8,15,18.6,11.8,15,9.6,71.8,0.013,100,29.17,rain,0,0,22.3,15.4,288.9,1020.1,53.8,16.5,52.7,4.5,3,10,2022-10-02T07:02:35,2022-10-02T18:36:17,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-03,18.3,8,13,18.3,8,13,9.1,78.8,0,0,0,,0,0,22.7,15.2,180.5,1025.5,43.5,16.9,61.7,5.4,3,10,2022-10-03T07:04:13,2022-10-03T18:34:01,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,AR120,03772099999,03770099999"
london,2022-10-04,18,14.1,16.2,18,14.1,16.2,12.8,80.2,0,0,0,,0,0,34.8,21.3,212,1017,93.7,17.6,44,3.8,2,10,2022-10-04T07:05:52,2022-10-04T18:31:45,0.31,Overcast,Cloudy skies throughout the day.,cloudy,"03769099999,03680099999,D5621,03781099999,03672099999,AR120,03772099999,03770099999"
london,2022-10-05,18.8,12,16.3,18.8,12,16.3,11.7,74.1,1.003,100,16.67,rain,0,0,58.5,34.6,227,1012.3,77.3,19.7,33.9,2.8,2,10,2022-10-05T07:07:31,2022-10-05T18:29:30,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-06,18.1,8.8,13.3,18.1,7.7,13,8.4,73,0,0,0,,0,0,33,24.7,228.3,1026.9,15.9,15.6,66.8,5.9,5,10,2022-10-06T07:09:10,2022-10-06T18:27:15,0.38,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-07,19.3,12.1,14.8,19.3,12.1,14.8,11.1,79.7,2.793,100,16.67,rain,0,0,43.2,29,230.1,1019.8,50.2,15.9,54.5,4.8,3,10,2022-10-07T07:10:49,2022-10-07T18:25:01,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-10-08,16.8,7.8,11.6,16.8,6.7,11.2,7.5,78.4,0.199,100,8.33,rain,0,0,22.7,15.1,266.6,1022.7,7.5,17.5,62.5,5.5,5,10,2022-10-08T07:12:29,2022-10-08T18:22:47,0.45,Rain,Clear conditions throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-09,18.6,6.8,11.9,18.6,6.1,11.8,6.8,74,0,0,0,,0,0,30.7,19.3,169.2,1017.9,14.8,21,67.8,5.9,5,10,2022-10-09T07:14:09,2022-10-09T18:20:34,0.5,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-10,16.6,10.6,12.8,16.6,10.6,12.8,7.3,71.2,7.373,100,20.83,rain,0,0,33,18.7,340.8,1017.5,47.5,18.7,46.3,3.9,4,10,2022-10-10T07:15:50,2022-10-10T18:18:22,0.52,"Rain, Partially cloudy",Clearing in the afternoon with rain in the morning and afternoon.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,F6665,03772099999,03770099999"
london,2022-10-11,16.5,5.5,10.2,16.5,5.5,10.2,5.5,75.5,0,0,0,,0,0,8.9,6.9,262.6,1026.6,10.1,16,65.2,5.6,5,10,2022-10-11T07:17:30,2022-10-11T18:16:10,0.55,Clear,Clear conditions throughout the day.,clear-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-12,16.6,6.1,12,16.6,6.1,12,8.5,80.2,0,0,0,rain,0,0,28.5,17.2,215.2,1020.9,71.4,18.3,58.5,5.1,4,10,2022-10-12T07:19:11,2022-10-12T18:13:59,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-13,17.5,12.5,14.1,17.5,12.5,14.1,12,87.8,5.398,100,29.17,rain,0,0,18.7,10.5,257.8,1015.6,67.1,14.3,38.5,3.2,2,10,2022-10-13T07:20:52,2022-10-13T18:11:48,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,remote,03772099999,03770099999"
london,2022-10-14,16.3,10.6,13.1,16.3,10.6,13.1,11.4,89.8,0.199,100,8.33,rain,0,0,20.9,15.4,226.9,1010.2,73,16.6,36,3,1,10,2022-10-14T07:22:34,2022-10-14T18:09:38,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,remote,03772099999,03770099999"
london,2022-10-15,16.6,9.3,12.8,16.6,8.6,12.7,9.6,82.2,0.396,100,8.33,rain,0,0,44.2,28.5,221.6,1003.8,47.7,12.9,53.9,4.8,4,10,2022-10-15T07:24:16,2022-10-15T18:07:29,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-16,17.1,11,14.1,17.1,11,14.1,9.8,76,0.22,100,16.67,rain,0,0,37.1,20,191.7,1009.6,42.1,14.1,55,4.7,3,10,2022-10-16T07:25:58,2022-10-16T18:05:21,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,remote,03772099999,03770099999"
london,2022-10-17,19.3,12.2,16.2,19.3,12.2,16.2,12.2,78.4,3.602,100,20.83,rain,0,0,39.2,21.5,219.5,1016.6,60.7,16.9,41.3,3.6,2,10,2022-10-17T07:27:41,2022-10-17T18:03:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,remote,03772099999,03770099999"
london,2022-10-18,18.1,8.1,12.6,18.1,8.1,12.6,9,80.6,0,0,0,,0,0,21.9,13.2,85.1,1027.1,21.2,16,53.8,4.5,4,10,2022-10-18T07:29:23,2022-10-18T18:01:07,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,remote,03772099999,03770099999"
london,2022-10-19,16.6,12.8,14.5,16.6,12.8,14.5,11.3,81,0,0,0,,0,0,34.4,26.4,88.6,1019.6,35.3,14.6,44.8,3.9,3,10,2022-10-19T07:31:07,2022-10-19T17:59:02,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
london,2022-10-20,17.3,8.1,14.9,17.3,8.1,14.9,13.3,90,6.012,100,33.33,rain,0,0,31.2,14.3,163.8,1006.9,73.7,10.9,24.5,2,1,10,2022-10-20T07:32:50,2022-10-20T17:56:57,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"03769099999,03680099999,D5621,03781099999,03672099999,03772099999,03770099999"
